sent1,sent2,is_duplicate
"Nach dem Erhalt haben wir eine wochenlange gespielt. Sehr schönes Material , fühlt sich im genital Bereich Super an , auch auf der Hand ein Gefühl Wie man es sich wünscht von einem Sextoy. Ich kann es nur empfehlen :))))",Sehr enttäuschend. Um meine Ernährungsumstellung zu unterstützen habe ich es mit diesen Globuli versucht. Ich war der Sache neutral gegenüber gestanden. Aber auch nach mehrwöchiger Testphase hat sich kein erhöhter Erfolg eingestellt. Vielleicht kommt es auch auf den Menschen an - bei einem klappt es und bei einem anderen nicht ...,0
Die Öffnungen waren sehr schwer zu finden bzw nicht richtig zu öffnen da sie sehr verklebt waren. Man hätte ruhig eine Anteilung beilegen können dann wäre das alles viel einfacher gewesen. Qualität war für diesen Preis auch inakzeptabel.,"Das Plastik ist bei unseren Dosen nach nur wenigem Gebrauch gerissen. Leider schlechte Qualität für den Preis, würde ich nicht wieder kaufen.",1
Nicht besonders informativ. Ich würde das Buch am liebsten zurück senden. Die Informationen kann man sich auch auf zwei drei Seiten im Internet bekommen.,"Leider handelt es sich nicht um die Bremse, die abgebildet ist. Die gelieferte Bremse ist meines Erachtens weniger wertig.",1
"Leider waren die Socken zu klein, also habe ich sie zurück gesendet. Angeblich sind sie nicht angekommen, also habe ich auch keine Gutschrift erhalten. Nur unverschämte und absolut kundenunfreundliche Antworten erhalten.","Sehr cool,spannend es zeigt sehr schon wie es zwischen episode 4 und 5 aus sah deswegen 4 Sterne. Echt top👍",0
Die erste ist gleich beim sauber machen kaputt gegangen und die zweite sitzt sehr gut ist aber auch schon wieder kaputt.,"Habe diese heilige Maria erworben, um sie zu verschenken. Die Figur ist in weiß gehalten und sehr detailreich sowie gut verarbeitet. Das Material mach einen hochwertigen Eindruck. Sieht wirklich hübsch aus. Die Lieferung erfolgte 1 Tag nach Bestellung und gut verpackt, weshalb die Maria unbeschadet ankam. Die Beschenkte hat sich sehr gefreut. Kaufempfehlung.",0
"Optik und Sound sind spitze. Ist sehr wertig verarbeitet und sieht einfach edel aus. Ein Akku wäre noch die Krönung, das stört mich persönlich doch etwas im Nachhinein. Aber das weiß man ja eigentlich vorher.","Also ich sag mal so, ich hab mir die Kopfhörer für den Sport geholt damit ich den ganzen kabelsalat nicht mehr habe. Kurz und knapp gesagt sind die Kopfhörer top von der Bedienung und Funktion her. Allerdings viel zu LEISE !!!! Deshalb sind sie bei mir auch zurück gegangen. Denn so gut sie auch du funktionieren, zu leise bringt mir nix. Deshalb 2 Sterne.",0
Wirklich schöner Film-auch für 4-Jährige geeignet. Mit Charme und Witz sehr schön gemacht.,"Das Fassungsvermögen ist super, es passt wirklich viel rein. Optisch ein absoluter Hingucker und für den Preis wirklich ein super Produkt! Der Wäschekorb ist schnell aufgebaut (falls nötig auch schnell abgebaut) und mit dem herausnehmbaren Beutel auch super praktisch.",1
Da hat man mal was für sein Geld! Der beste Kauf seit langem,Passen sehr gut auch die Lieferung ging schnell Leider sind meine füsse trotzdem feucht Entweder es liegt daran das ich die Stiefel nicht imprägniert habe oder es liegt an der Fütterung,0
"Schöne Lichterkette, aber nicht sehr haltbar. Ökologisch gesehen eine Katastrophe. Wir hatten die Kette letztes Jahr über Weihnachten im Blumenkasten und jetzt ist sie defekt. Umweltverschmutzung. Ressourcenverschwendung. Rausgeworfenes Geld.","Hab immer schon bei der Fa gekauft, schnelle Lieferung",0
Diese Lampe hat auf keinesfall die beschriebenen Leistung... Nicht empfehlenswert...,"Bin von der marke überzeugt, nicht vegan",0
"Artikel defekt, Rückversand soll von Kunden bezahlt werden. Absolute Unverschämtheit, war definitiv das letzte mal.","Astreines Produkt, reinigt die Maschine perfekt!",0
Tut was es verspricht. Ich nutze es als Supplement für mein Krafttraining und man merkt schnellere Erfolge. Zudem finde ich die kompakte Größe der Kapseln sehr angenehm und einfach zu schlucken. Super Preis Leistungsverhältnis. Wie gewohnt schnelle Lieferung. Definitiv empfehlenswertes Produkt.,"Sehr gut ist die Möglichkeit, den Akku nicht nur über USB sondern auch stromunabhängig über das Solarpanel aufzuladen. Sehr sinnvoll z. B. bei längeren Wanderungen oder Radtouren! Außerdem lassen sich 2 Geräte gleichzeitig aufladen. Die integrierte Taschenlampenfunktion ist ein sinnvolles Extra.",1
Der Toner funktioniert! Das kann man icht von allen Nachbauten behaupten. Allerdings hatten wir schon den ein oder anderen Fall bei dem zu viel Toner im Drucker gelandet ist. Da muss dann der Staubsauger ran. In dem Fall hält der Toner natürlich auch nicht so viele Seiten wie angegeben! Der Lieferant ist sehr kulant und tauscht defekte Toner aus. Wir kaufen den Toner immer wieder gerne.,Es ist draufgestanden 925 Silber aber es ist ein billiges modeschmuck.Hätte ich das gewusst würde ich das nicht bestellt.Es ist nicht schlecht aber ich war an der suche nach einem silbernen armband,0
"Lieferung recht schnell, Produkt ließ sich allerdings schwer faltenfrei aufkleben. Verkäufer reagierte NICHT auf Reklamation!!!","Der MERGE Cube funktioniert wie beschrieben. Es ist eine sehr spannende Erfahrung damit zu experimentieren. Besonders Kinder, aber auch Erwachsene haben viel Spaß beim Erkunden der einzelnen Apps und Funktionen. Der große Nachteil ist der Preis: 29€ sind für diesen Artikel absolut überteuert und grenzen schon fast an Wucher. Der Artikel wurde in den USA bereits um 1$ bei Walmart verramscht. Hier empfiehlt sich eher noch die Bastellösung aus dem Internet: PDF herunterladen, ausdrucken und mit den Kindern den Würfel basteln. Macht Spaß und trainiert die Motorik.",1
"Etwas undeutlich bei den ersten Ansagen (2-3 Worte,,) vom Navi und das immet wieder, dann ok. ABER - Headset defekt nach etwas über 1 Jahr - lädt nicht mehr.",Alles in ordnung klein aber fein,0
die beiden Akkus machen einen wertigen Eindruck und müssen sich nun im Einsatz beweisen. Habe mir zusätzlich vom gleichen Hersteller das Ladegerät gekauft. Glatte Empfehlung,Schwaches Gerät mit schwankender Motorleistung. Akku mangelhaft - verliert schnell Leistung.,0
Schnelle Lieferung. Funktioniert einwandfrei.,"Vorsicht! Genau überlegen, ob bestellt wird. Bei der Rücksendung fallen über 17€ Gebühren an (Versender sitzt in den Niederlanden)!",0
"Das Produkt ist von der Handhabung total schlecht und wirkt sehr billig. Selbst als Erwachsener bricht dir fast der Finger bevor ein Ton kommt, wie soll es da bei kleinen Kindern funktionieren ? Und es nervt total, aber das soll jeder selbst interpretieren.",Nahezu täglicher Gebrauch im Kundendienst,0
"Die Projektoren sind leicht mit den Sensoren zu installieren und die Projektion ist gestochen scharf. 2 negative Aspekte,die Klebe Folie auf der Rückseite ist etwas schwach.(Hab es mit Spiegel Klebeband befestigt) Und die lange Lieferzeit","Passt leider nicht ganz genau, es gibt ein wenig Spiel in der Hülle",1
"Die Saugkraft ist in drei Stufen zu regeln. Die Saugkraft ist auch nicht schlecht, allerdings lösen sich nur sehr wenige Hautunreinheiten.",Ein schöner leichter Roman mit Witz und trotzdem wird man in eine andere Welt entführt. Würde mich über eine Fortsetzung freuen.,0
Sehr gute ausführung die lienen und winkel der Windrose könnten noch genauer sein und eine makierung wo oben ist wäre hilfreich. Aber ansonsten einwandfrei.,"Die Lieferung hat sehr lange gedauert, aber das Produkt was gut. Die Karten sind einwandfrei geschützt und zerkratzen oder knicken in der Geldbörse nicht mehr oder werden verbogen.",1
"Nur benutzbar wenn das Gerät nicht mehr als 30cm vom Gesicht entfernt ist, dann merkt man eine Kühlung. Keine Raumkühlung möglich.","sehr gute Qualität, sehr leicht, gut händelbar, sind sehr zufrieden",0
Das Ding tut was es tun muss. Funktioniert sehr gut und eine klasse gadget. Mein Auto ist nicht Bluetooth fähig aber mit dem Gerät kann man trotzdem über Bluetooth seine Musik im Auto hören 👌🏼,taugt leider nicht viel bei Stoff,0
2 mal kaputt gegangen,Optisch schöner Wasserkocher. Induktion geeignet.,0
Ich kann leider das Produkt noch nicht bewerten. Das Geld wurde mir schon abgebucht aber der Hammer bis heute noch nicht geliefert!,Ich habe die Matratze in Hoffnung das sie dicht hält bestellt. Leider war schon nach dem 2. Tag die Hälfte raus. Danach war sie aber komischerweise dicht. Die Verpackung ist schön klein und handlich. 4 Sterne!,0
Schwaches Gerät mit schwankender Motorleistung. Akku mangelhaft - verliert schnell Leistung.,Macht was die Uhr machen soll,0
"Unsere Katzen lieben sie. Unser Kater ist wie auf Droge, unsere Kleine ist auf Adrenalin. Es ist herrlich. Uns somit super geeignet um beide an neue Dinge zu gewöhnen. Also wer eine schnelle Reaktion will... wir haben sie bekommen. Aber da Katzen wie Menschen total individuell sind, sprech ich nicht für alle!!","Die Nudeln sind Standard Spaghetti. Die Soße ist keine Bolognese wie auf dem Produktbild zu sehen, sondern eine Tomatensoße die im Vergleich zu der Soße ausm Glas vom Discounter auch noch extrem sauer geworden ist. Ich konnte kein einziges Stück Hackfleisch finden. Mein Tipp: Die Bolognese im Glas von ALDI kaufen und Hackfleisch, Zwiebeln und Knoblauch zugeben.",0
"Das Produkt sieht gut aus und wäre eine echte Erleichterung, wenn es funktionieren würde. Sobald der Gurt unter einigermaßen Spannung steht, kann man ihn nicht mehr lösen. Unter Druck löst der Verriegelungsmechanismus nicht mehr aus. Ich musste alle 4 Gurte mit dem Cuttermesser lösen : (",Handyhülle passt wie angegossen. Ist sehr stabil und dennoch flexibel genug. Handy ist gut geschützt gegen.,0
Absoluter Müll. Hat keine 10! Schleifscheiben gehalten. Könnte meinen es ist Chinaqualität.,"Die Uhr ist für mein schmales Handgelenk nicht zu groß. Das Armband passt sehr gut und durch den Magneten hält es auch. Lässt sich angenehm tragen. Die Uhr macht was sie soll. Mir war wichtig das ich die whatsapp Nachrichten auf der Uhr lesen kann. Ansonsten kann man mehrere Sport Arten einstellen, wetter funktion u. s. w passt alles.",0
"Leuchtdauer ca. 8 Stunden, danach nur noch maues Glimmen",Allerdings ist der Preis zu hoch aber genau richtig für den Bagotte Saug-und Wischroboter.,0
"Die Speicherkarte ist sicherlich gut und günstig. Es ist auch toll, dass ein Adapter dabei ist. Nur leider funktioniert die Karte ausgerechnet in einem Amazon Fire Tablet nicht. Deswegen ging sie zurück.","- Wecklautstärke auch in der leisesten Einstellung zu laut. - Projektion in der dunkelsten Einstellung noch mit hellem, nervig blauem Licht. - Bedienungsanleitung fast unleserlich klein geschrieben.",1
"Die Kopfhörer wurden schnell geliefert und machen einen optisch sehr gelungenen Eindruck. Die Kopplung funktionierte auf Anhieb mit meinem Android Handy. Die mitgelieferte Anleitung ist auch in Deutsch verfasst und sehr verständlich. Sehr praktisch finde ich die Ladebox die auch gleichzeitig als Aufbewahrungsbox dient. Was mir aber am meisten gefällt ist die hohe Lautstärke von diesen kleinen Kopfhörern, das hätte ich ehrlich gesagt nicht erwartet und bin positiv überrascht. Sehr gutes Produkt für einen fairen Preis.","Nachdem ich eine supper Bewertung geschrieben habe ,totz dem schlechten Gestank, habe ich verstanden das die Hülle mehr Macken hat als ich dachte.Daher kommt die neue Bewertung! Sie ist überhaupt nicht Anti-scratch. Ich habe 2 kleine löcher in der Mitte der Hülle gefunden, was bedeutet sie ist überhaupt nicht sicher für mein Macbook . Sehr sehr Schade, sie sieht so gut aus und passt auch supper fürs Mac, ich war so begeistert von die Hülle, leider die Qualität ist nicht so wie beschrieben. der Geruch ist übrigens immer noch nach 5 Tagen nicht weg :(",0
"Mir war ein Fuß verloren gegangen, daher benötigte ich einen Ersatz. In der Beschreibung steht Fuß aus Gummi und Kunststoff ..... es ist Kunststoff, daher rutscht das Macbook mit diesen Füßen auf dem Tisch herum. Ein sehr schlechter Ersatz und daher nicht zu empfehlen. Plastikfüße kein Gummifuß!",Meine Hülle ist bis heute nicht angekommen. Ich hab sie vor über einem halben Jahr bestellt und bezahlt. Ein Kontaktieren des Verkäufers ist nicht möglich!! Bloß nicht bestellen!!!!,1
"Qualität ist nicht gerade gut. Bei mir ist beim einbauen schon ein Paddle verbogen und jetzt habe ich nur noch 3 Paddles. Oft wird die Taste auch nicht betätigt obwohl man drauf drückt. Wenn man z.B. in Fortnite ducken auf einen der Paddles hat und man gleichzeitig immer wieder auf ducken, lenken, zielen und schießen drückt , duckt sich der Charakter nicht oder nur paar mal.",Passt prima auch auf einen älteren Laurastar Bügeltisch. Durch die starren Schnüren ist der Bezug etwas schwierig ab und wieder anzubringen.,0
"Ich habe wegen dem Preis lange überlegt ob ich das Regal kaufe, ich bereue es nicht! Es ist gut verarbeitet und sieht super schön aus in der Küche.","Klasse Produkt , Preis Leistung echt ok, und die die Stücker sind groß genug und daraus noch Sachen basteln zu können.",1
2 von 3 sind kaputt nur ein bisschen aber kaputt ist kaputt. Lieferung und Preis sind top sie sehen top aus 😊 und ich würde sie noch mal kaufe,"Die Korona Kaffeemaschine ist ein vernünftiges Produkt. Die Kaffeemaschine ist einfach zu bedienen. Sie ist jedoch höchstens für 2 Personen nutzbar. Optisch finde ich das Gerät ebenfalls ansprechend aber recht günstig verarbeitet . Ich finde es gut , dass man keinen Papierfilter benötigt. Ich kann die Kaffeemaschine empfehlen.",1
Die Ware kommt aus China und kann nur gegen hohe Zollgebühren abgeholt werden.,Total angenehmer Stoff,0
Artikel sieht gut aus. Hab den Artikel für meinen Hals verwendet.,Ist ein super produkt,1
"Kaufe jedes Jahr diesen Kalender. Obwohl ich gut Englisch spreche, lerne ich jeden Tag etwas Neues sowohl was Wortschatz, Grammatik und Landeskunde betrifft. Werde auch in Zukunft diesen Kalender kaufen.","... von Anfang an problemlos. Ein WIN10 ""Update"" hat für eine gewisse Zeit zu Problemen geführt, aber das Update zum Update hat das dann wieder korrigiert. Die Druckkosten sind dank der Tintentanks sehr niedrig.",1
"Es ist ein toller wickelrucksack, die Optik, der Schnitt.... Hat überzeugt. ABER die Qualität leider weniger. In der ersten Woche noch ist eines der Haken abgebrochen, die zum Befestigen am Kinderwagen gut sind. Ok, war mir nicht schwer einen neuen zu kaufen. Aber nun nach nur 3 Monaten reißen die Rucksackträger immer weiter ein, bald sind sie ganz ab. Bin sehr enttäuscht 🙁",hochwertige solar lichterkett die auch für draußen verwendet werden kann. leuchten hell und haben mehrere funktionen. sind sehr zufrieden.nachtrag: lichterkette läd sich nicht ausreichend auf! klar weil im winter keine intensive sonne scheint...für die weihnachtsbeleuchtung unbrauchbar deshalb nur 2 sterne. für den sommer bestimmt top aber im winter leider unbrauchbar,1
Naja dacht wäre besser Klebt bei etwa zu Warmen Händen Farbe ist schön,Wir zu Hause haben die Fischpfanne schon mehrmals benutzt und sind sehr zufrieden damit.,0
Die Ware kam gar nicht erst an...,Top Ergebnis + war ein mega hingucker als Geschenk für ein Freund. Nur im Nachhinein hab ich den gleichen Grinder in Spanien für viel weniger gesehen.,0
"Stoff unter dem man schnell schwitzt! Fällt etwas kleiner aus und die Affen sehen gedruckt in Echt auch nicht so gut aus... damit hab ich bei dem Preis ja gerechnet, aber nicht damit, das an einem Bein an der Seite ein 3 cm langes Loch ist wo nicht zugenäht wurde...","Die Rückseite ist Matt, der Rand allerdings glänzend, dadurch ist die Hülle griffiger und klebt fast ein wenig in der Hand.Alle Anschlüsse sind erreichbar. Alle Knöpfe nutzbar.",0
